book_name,book_writer,book_date,book_price,book_cover,book_page,book_size,book_weight,book_category,book_publisher,sales_point
법과 풍속으로 본 조선 여성의 삶,장병인,2018-07-16,"19,800",반양장본,400,152*224mm,591,역사,휴머니스트,910
행복의 자본론,다치바나 아키라,2018-07-19,"13,500",반양장본,252,140*210mm,388,인문학,시목(始木),505
"독일 정치, 우리의 대안",조성복,2018-07-20,"15,300",반양장본,328,148*210mm,465,사회과학,지식의날개(방송대출판문화원),555
함석헌의 평화론,김대식,2018-07-20,"10,450",NA,192,135*200mm,250,인문학,모시는사람들,165
무민의 겨울,토베 얀손,2018-07-26,"9,900",반양장본,184,128*188mm,258,소설/시/희곡,작가정신,965
민주주의의 탄생,이황직,2018-07-16,"12,420",반양장본,336,133*198mm,394,사회과학,아카넷,225
누군가는 거짓말을 하고 있다,캐런 M. 맥매너스,2018-07-20,"13,500",반양장본,440,135*200mm,515,소설/시/희곡,현암사,"2,880"
열화여가 1,명효계,2018-07-20,"13,500",반양장본,404,140*205mm,525,소설/시/희곡,arte(아르테),"2,265"
미피가 아파요,딕 브루너,2018-07-12,"7,200",양장본,30,160*160mm,135,유아,비룡소,245
미피의 꿈나라,딕 브루너,2018-07-12,"7,200",양장본,30,160*160mm,137,유아,비룡소,275
"안녕, 미피",딕 브루너,2018-07-12,"7,200",양장본,30,160*160mm,139,유아,비룡소,920
미피의 집,딕 브루너,2018-07-12,"7,200",양장본,30,160*160mm,140,유아,비룡소,240
도쿄의 부엌,오다이라 가즈에,2018-07-20,"12,420",반양장본,288,128*188mm,389,에세이,앨리스,"4,600"
미피와 놀이공원,딕 브루너,2018-07-12,"7,200",양장본,30,160*160mm,136,유아,비룡소,215
"傳, 불후로 남다",안세현?(옮긴이) ,2018-05-31,"12,000",양장본,292,140*210mm,409,역사,한국고전번역원,95
"역사교실, 역사에서 배우고 삶으로 가르치는",전국역사교사모임,2018-07-20,"15,300",반양장본,400,153*225mm,609,역사,비아북,"1,635"
딜레마의 형이상학,박제철,2018-07-13,"16,000",NA,237,152*223mm,332,인문학,세창출판사(세창미디어),235
나쁜 사마리아인들 (10주년 특별판),장하준,2018-07-19,"13,500",반양장본,400,152*224mm,600,경제경영,부키,"5,360"
말괄량이의 귀여운 인형옷 만들기,김화희(말괄량이),2018-07-20,"19,800",반양장본,168,190*250mm,459,건강/취미/레저,심통,"2,035"
"냥, 있는 그대로의 내가 너무 좋아",냥송이,2018-07-13,"12,600",반양장본,234,145*190mm,417,에세이,앵글북스,"4,060"
여성은 어떻게 살아남을까,우에노 지즈코,2018-07-20,"14,400",반양장본,368,140*210mm,471,사회과학,챕터하우스,"1,265"
우리가 몰랐던 목 통증 치료의 놀라운 비밀,박문수,2018-07-27,"12,150",반양장본,180,148*210mm,329,건강/취미/레저,중앙생활사,265
내 마음의 지도책,미아 카사니,2018-07-25,"10,800",NA,40,216*300mm,408,어린이,풀과바람(영교출판),475
새로워진 세계의 바다와 해양생물,김기태,2018-07-20,"24,300",반양장본,428,152*225mm,813,과학,채륜,125
혈압을 낮추는 밥상,주부의 벗사,2018-07-20,"18,000",반양장본,304,188*257mm,744,건강/취미/레저,전나무숲,280
시간여행자를 위한 고대 로마 안내서,필립 마티작,2018-07-31,"14,400",반양장본,268,145*210mm,348,역사,리얼부커스,"3,610"
아나토미 여성 피트니스,"프레데릭 데라비에,?장 피에르 클레망소",2018-07-23,"13,500",반양장본,160,188*257mm,530,건강/취미/레저,삼호미디어,"1,775"
데이터를 철학하다,장석권,2018-07-29,"14,400",반양장본,404,148*210mm,695,인문학,흐름출판,"2,705"
기본소득,가이 스탠딩,2018-07-20,"18,000",반양장본,412,139*204mm,500,사회과학,창비,"1,480"
대한민국 식품지존,이데일리 식품박물관 기획취재팀,2018-08-01,"20,700",반양장본,272,152*223mm,493,경제경영,이데일리+시그니처,245
"들어주고, 인내하고, 기다리는 유대인 부모처럼",장화용,2018-07-25,"13,500",반양장본,252,148*210mm,420,좋은부모,스마트비즈니스,"8,455"
작지만 따뜻한 위로 일러스트 자수,노지혜,2018-07-25,"15,120",반양장본,208,190*250mm,537,건강/취미/레저,팜파스,"1,625"
야생의 땅 듀랑고 코믹스 1,박동명,2018-07-31,"8,820",반양장본,176,190*250mm,537,어린이,재미북스(과학어린이),920
우주,위베르 리브스,2018-07-20,"10,800",양장본,68,145*205mm,230,만화,이숲,370
머나먼 섬들의 지도,유디트 샬란스키,2018-07-16,"17,820",NA,144,191*264mm,274,인문학,눌와,"8,425"
우연,이바르 에클랑,2018-07-20,"10,800",양장본,72,145*205mm,237,만화,이숲,520
미니멀리즘,크리스티앙 로세,2018-07-20,"10,800",양장본,84,145*205mm,259,만화,이숲,380
쓸데없는 말 한마디 안 했을 뿐인데,오타니 게이,2018-07-31,"12,150",반양장본,232,140*205mm,333,자기계발,비즈니스북스,"1,700"
하루 10분 우리아이 영어는 내가 책임진다,민병철,2018-07-13,"15,300",반양장본,220,188*240mm,669,좋은부모,BCM,250
그리스인 이야기 3,시오노 나나미,2018-07-30,"20,700",반양장본,538,152*223mm,939,역사,살림,"4,595"
울지도 못했다,김중식,2018-07-11,"7,200",반양장본,146,128*205mm,224,소설/시/희곡,문학과지성사,"5,100"
맑스 마르크스 마륵스,"이상규,?한송이",2018-06-20,"12,600",NA,356,128*188mm,356,인문학,경진,45
도박은 질병이다,황현탁,2018-07-16,"16,200",반양장본,280,152*223mm,423,사회과학,나남출판,140
일곱 살 마음 요가,안 크라에,2018-07-09,"11,700",양장본,48,170*255mm,292,유아,톡,520
똑쟁 낱말 카드,꼬까신,2018-07-20,"19,800",NA,200,140*110mm,140,유아,별똥별,130
감사노트 1,캐서린 한,2018-06-28,"9,000",NA,104,127*210mm,94,인문학,한국NVC센터,680
빈곤자본,아나냐 로이,2018-06-30,"20,700",반양장본,448,150*220mm,582,사회과학,여문책,415
초크맨,C. J. 튜더,2018-07-23,"13,500",반양장본,428,142*207mm,550,소설/시/희곡,다산책방,"11,895"
수업이 즐거운 교육과정-수업-평가-기록의 일체화,"우치갑,?유희선,?이영옥,?이지영,?고영애,?김장환,?류미경,?사경희,?한혜영",2018-07-27,"16,200",NA,352,180*256mm,669,사회과학,즐거운학교,"8,375"
귀스타브 도레의 판화성서,"귀스타브 도레?(그림),?신상철?(해설) ",2018-07-17,"297,000",양장본,528,285*423mm,5500,예술/대중문화,한길사,785
세모,맥 바넷,2018-07-15,"13,500",양장본,56,229*229mm,431,유아,시공주니어,"12,710"
백종원의 혼밥 메뉴,백종원,2018-08-03,"9,810",반양장본,136,190*260mm,393,가정/요리/뷰티,서울문화사,"26,160"
문재인 정부 1년 국민께 보고 드립니다,대한민국정부 편집부,2018-07-12,"10,800",NA,132,188*257mm,251,사회과학,진한엠앤비(진한M&B),230
건지 감자껍질파이 북클럽,"메리 앤 섀퍼,?애니 배로스",2018-07-30,"13,050",양장본,440,128*188mm,538,소설/시/희곡,이덴슬리벨,"1,980"
바다와 하늘이 만나다,"테리 펜,?에릭 펜",2018-07-28,"13,500",양장본,48,279*228mm,480,유아,북극곰,"5,840"
홈푸드 다이어트,Stephanie Lee,2018-08-01,"10,080",반양장본,176,170*225mm,385,가정/요리/뷰티,팬덤북스,685
도감이라는 것,조영권,2018-07-16,"10,800",반양장본,208,128*188mm,288,과학,자연과생태,330
히구치 유미코의 자수 시간,히구치 유미코,2018-07-30,"14,850",양장본,96,195*252mm,512,건강/취미/레저,한즈미디어(한스미디어),"12,650"
초월의식 2,스타니슬라프 그로프,2018-07-16,"16,200",반양장본,368,152*223mm,557,인문학,정신세계사,755
초월의식,스타니슬라프 그로프,2018-07-13,"18,000",반양장본,464,152*224mm,697,인문학,정신세계사,905
미니어처 사이즈의 원피스와 소품,부티크사 편집부,2018-07-20,"11,700",반양장본,84,210*260mm,360,건강/취미/레저,이아소,905
꿈 분석,칼 구스타프 융,2018-07-20,"19,800",NA,464,152*225mm,882,인문학,부글북스,890
모모야 어디 가?,김소담,2018-07-25,"13,950",NA,344,128*188mm,344,에세이,정은문고,890
은여우 길들이기,"리 앨런 듀가킨,?류드밀라 트루트",2018-07-13,"16,200",NA,272,152*223mm,381,과학,필로소픽,"1,755"
스며들다,로사(김소은),2018-07-25,"12,600",반양장본,108,220*188mm,457,건강/취미/레저,북핀,"1,405"
내 아이를 위한 목공 DIY,컴홈 편집부,2018-07-20,"14,400",반양장본,263,150*220mm,420,건강/취미/레저,터닝포인트,45
누구나 한번쯤 읽어야 할 사서삼경,미리내공방,2018-07-13,"11,700",반양장본,352,145*213mm,569,인문학,정민미디어,240
양배추 행성 동물도감,투페라 투페라,2018-07-15,"9,000",양장본,40,220*300mm,558,유아,스마트베어,505
"작가님, 어디 살아요?","조이스 메이너드,?데이비드 라스킨,?니나 벌리,?랜던 Y. 존스,?메리 두엔월드,?토니 페로테트,?니컬러스 길,?조슈아 해머,?모니카 드레이크,?니컬러스 컬리시,?제프 고디니어,?찰리 러벳,?앤 마,?미셸 그린,?래리 로터,?맷 그로스,?실비 비가,?일레인 시오리노,?러셀 쇼토,?데이비드 팔리,?엘러리 워싱턴,?노엘 루빈턴,?댄 솔츠스타인,?데이비드 G. 앨런,?데이비드 섀프텔,?데이비드 카,?레이첼 B. 도일,?로런스 다운스,?안토니아 콕스,?이선 토드러스화이트힐,?찰리 와일더,?프랭크 M. 메올라",2018-07-15,"14,400",반양장본,392,134*205mm,599,에세이,마음산책,"2,845"
"앨리스, 너만의 길을 그려봐",이상한 나라의 앨리스,2018-07-20,"12,420",반양장본,216,135*188mm,371,에세이,알에이치코리아(RHK),"36,115"
쥬라기캅스 따서 조립하기,만들기 아저씨,2018-07-17,"4,900",NA,16,220*200mm,250,유아,꿈꾸는달팽이(꿈달),"1,720"
스무디볼,"린후이링,?양메이샹,?차이위퉁",2018-07-11,"12,150",반양장본,132,185*205mm,294,가정/요리/뷰티,청출판,575
호텔 파라다이스,소윤경,2018-07-20,"16,200",양장본,64,250*330mm,688,유아,문학동네어린이,"2,330"
띠띠뽀 띠띠뽀 노래하는 칼라 매직 보드북,키즈아이콘 편집부,2018-07-12,"19,200",NA,1,340*258mm,428,유아,키즈아이콘(아이코닉스),60
Highlights 인기 주제별 숨은그림찾기 : 공룡 (Dinosaur),하이라이츠 어린이 (Highlights for Children),2018-07-20,"10,800",반양장본,144,188*257mm,460,유아,소란i(소란아이),305
당신에게 눈치를 선물하고 싶습니다,정소담,2018-07-16,"12,420",반양장본,232,131*187mm,270,에세이,행성B(행성비),"2,150"
ZOOM 거의 모든 것의 속도,밥 버먼,2018-07-16,"15,300",반양장본,496,152*224mm,707,과학,예문아카이브,"1,120"
세상의 미래,이광형,2018-07-11,"18,000",양장본,324,153*225mm,486,사회과학,Mid(엠아이디),385
마인크래프트 : 엔더 드래곤과의 대결,트레이시 바티스트,2018-08-01,"11,520",양장본,336,140*210mm,547,어린이,제제의숲,"3,135"
컬러풀 오더 : 평양의 행복,닉 오재,2018-07-16,"12,150",NA,96,130*203mm,125,예술/대중문화,여름의숲,165
도코짱은 학교를 쉽니다,고토하 도코,2018-07-16,"10,800",NA,272,148*210mm,354,만화,뜨인돌,270
통섭과 투자,마이클 J. 모부신,2018-07-14,"18,000",반양장본,448,150*224mm,771,경제경영,에프엔미디어,"4,700"
시리얼 시티가이드 로스앤젤레스,시리얼 편집부,2018-07-16,"11,250",반양장본,160,148*210mm,323,여행,시드페이퍼,855
조선의 잡지,진경환,2018-07-16,"20,700",반양장본,396,160*220mm,771,역사,소소의책,"3,670"
빅데이터 리더십,"김진호,?최용주",2018-07-25,"14,400",반양장본,296,152*225mm,534,경제경영,북카라반,345
킬러 스트레스,"NHK 특별취재팀,?아오야기 요시노리,?우메하라 유키",2018-07-17,"12,600",반양장본,248,152*223mm,382,건강/취미/레저,에디터,615
하버드 자기조절 수업,가오펑,2018-07-18,"13,500",반양장본,308,147*224mm,541,자기계발,라이스메이커,"1,365"
우리를 아끼기로 합니다,김준,2018-07-23,"11,700",반양장본,194,128*188mm,265,에세이,카멜북스,"1,365"
눈물과 정치,이호걸,2018-06-25,"19,800",반양장본,408,138*215mm,466,인문학,따비,"1,380"
생각의 속임수,권택영,2018-07-20,"16,200",반양장본,384,135*200mm,529,인문학,글항아리,"1,450"
여성성의 신화,베티 프리단,2018-07-18,"28,800",양장본,720,138*200mm,935,사회과학,갈라파고스,"2,240"
굿바이 프로젝트 1~3 세트 - 전3권,밤비,2018-07-13,"32,400",NA,948,225*152mm,1801,만화,비아북,720
그림에 끌리다,이윤서,2018-07-20,"16,020",NA,316,173*236mm,600,에세이,스노우폭스북스,"2,465"
독방 1,카린 지에벨,2018-07-12,"13,050",반양장본,536,147*210mm,691,소설/시/희곡,밝은세상,"1,210"
엔터테인먼트 코리아,"김정은,?김성훈",2018-07-12,"14,400",반양장본,344,152*223mm,599,경제경영,미래의창,"1,090"
프리파라 올컬러 스페셜판 Vol.3,츠지나가 히츠지,2018-06-25,"6,300",NA,66,205*260mm,125,어린이,학산문화사(단행본),835
임파서블 포트리스,제이슨 르쿨락,2018-07-16,"13,050",반양장본,400,145*200mm,511,소설/시/희곡,박하,440
다빈치AI 코딩 바이블 Step 1,다산사이언스 편집부,2018-06-25,"220,000",NA,1,275*165mm,815,어린이,다산사이언스(다산북스),10
시간의 지도,데이비드 크리스천,2018-05-31,"28,000",반양장본,847,152*223mm,1212,역사,심산,220
확신과 불신,이현복,2018-07-20,"15,300",반양장본,384,153*224mm,454,인문학,파라북스,130
곰팡이 보고서,박효미,2018-07-11,"9,000",반양장본,172,152*223mm,327,어린이,한겨레아이들,"1,510"
있으려나 서점,요시타케 신스케,2018-07-17,"11,520",양장본,104,148*202mm,318,에세이,온다,"81,275"
월급의 비밀,"박유연,?손일선,?문지웅",2018-07-15,"14,850",반양장본,312,145*215mm,505,경제경영,알에이치코리아(RHK),650
생활 공작,워크룸 프레스,2018-07-13,"8,100",반양장본,120,110*165mm,84,인문학,워크룸프레스(Workroom),"2,780"
엄마표 힐링육아 독서처방전,오지민,2018-07-13,"13,320",반양장본,316,143*210mm,507,좋은부모,북씽크,390
조선 시대 깊이 알기 세트 - 전3권,"손주현,?이광희,?류은",2018-07-12,"32,400",반양장본,516,180*245mm,1199,어린이,책과함께어린이,95
타샤의 식탁 (리커버),타샤 튜더,2018-07-20,"14,220",양장본,224,150*214mm,447,에세이,윌북,"8,974"
탐나는 보틀 쿠킹,JBOOKS 편집부,2018-07-16,"17,550",양장본,204,190*250mm,821,가정/요리/뷰티,이덴슬리벨,225
마음성장학교,김은미,2018-07-16,"12,600",반양장본,244,152*215mm,438,자기계발,한겨레출판,"1,550"
어슬렁어슬렁,정여울,2018-07-15,"8,910",반양장본,180,128*188mm,245,에세이,천년의상상,"1,080"
소년 시절,J. M. 쿳시,2018-07-16,"12,420",양장본,279,135*195mm,376,소설/시/희곡,문학동네,580
삶을 읽는 사고,사토 다쿠,2018-06-22,"17,100",반양장본,252,128*188mm,329,예술/대중문화,안그라픽스,"1,290"
누가 내 유품을 정리할까?,김석중,2018-07-20,"11,700",반양장본,252,165*220mm,498,인문학,지택코리아,405
만화로 쉽게 배우는 전기회로,이이다 요시카즈,2018-07-11,"15,300",NA,240,182*235mm,456,과학,성안당,290
물리 표현의 일러스트 법칙,헤이 타로,2018-07-12,"14,850",반양장본,160,182*257mm,546,만화,한즈미디어(한스미디어),"2,795"
도스토옙스키와 함께한 나날들,안나 그리고리예브나 도스토옙스카야,2018-07-16,"20,700",양장본,688,122*189mm,963,에세이,엑스북스(xbooks),555
수학에 관한 어마어마한 이야기,미카엘 로네,2018-07-23,"16,200",반양장본,324,152*225mm,498,과학,클,"1,460"
1일 1꽃 페이퍼 플라워,야마모토 에미코,2018-07-20,"12,420",반양장본,80,210*257mm,315,건강/취미/레저,아이콘북스,"1,195"
나의 서원 나의 유학,이기동,2018-07-15,"13,500",양장본,240,125*188mm,378,인문학,사람의무늬,485
꿈을 좇으면 영어는 덤이다,문성용,2018-07-23,"15,300",반양장본,384,170*200mm,660,자기계발,휴먼큐브,615
작은 집 짓기 해부도감,혼마 이타루,2018-07-18,"13,410",반양장본,184,152*209mm,384,가정/요리/뷰티,더숲,"3,435"
권리를 위한 투쟁,루돌프 폰 예링,2018-04-25,"8,910",반양장본,216,128*188mm,246,사회과학,책세상,395
만화로 보는 비디오 게임의 역사,조너선 헤네시,2018-07-23,"15,750",반양장본,192,185*260mm,365,역사,계단,"2,100"
제주 근대건축 산책,김태일,2018-07-20,"16,650",반양장본,304,165*209mm,571,역사,루아크,955
사고력을 키우는 영재 동물 미로,글상자 편집부,2018-07-20,"6,300",반양장본,35,215*280mm,249,유아,글상자,360
인공 지능,아이뉴턴 편집부,2018-07-15,"16,200",NA,144,210*275mm,274,과학,아이뉴턴(뉴턴코리아),"2,445"
